geoid,geoid20,year,denom_workingage_civ_noninst_pop,laborforce_count,laborforce_pct,denom_labor_force,unemployed_count,unemployed_pct
1400000US06037302103,302103,2021,4361,2393,54.872734,2393,307,12.829084
1400000US06037302104,302104,2021,3025,2002,66.181816,2002,183,9.1408596
1400000US06037302201,302201,2021,3362,1758,52.290302,1758,108,6.1433449
1400000US06037302202,302202,2021,4488,2527,56.305702,2527,132,5.2235851
1400000US06037302301,302301,2021,3260,1906,58.466259,1906,152,7.9748163
1400000US06037302302,302302,2021,4497,2785,61.930176,2785,226,8.1149015
1400000US06037302401,302401,2021,6209,3945,63.5368,3945,402,10.190114
1400000US06037302503,302503,2021,3346,2027,60.579796,2027,342,16.872225
1400000US06037302504,302504,2021,3112,1897,60.957584,1897,151,7.9599366
1400000US06037302505,302505,2021,3853,2182,56.631195,2182,52,2.3831348
1400000US06037302506,302506,2021,2949,1817,61.614105,1817,92,5.0632911
1400000US06037310100,310100,2021,4755,2905,61.093586,2905,192,6.6092944
1400000US06037310201,310201,2021,4731,3231,68.294228,3231,313,9.6874037
1400000US06037310202,310202,2021,4184,2704,64.627151,2704,156,5.7692308
1400000US06037310300,310300,2021,2602,1495,57.455803,1495,111,7.4247494
1400000US06037310400,310400,2021,2659,1661,62.467094,1661,83,4.9969897
1400000US06037310501,310501,2021,3074,2340,76.122314,2340,161,6.880342
1400000US06037310601,310601,2021,5132,3682,71.745911,3682,288,7.821836
1400000US06037310602,310602,2021,2350,1728,73.531914,1728,106,6.1342592
1400000US06037310701,310701,2021,1980,975,49.242424,975,105,10.769231
1400000US06037310703,310703,2021,3824,2170,56.746861,2170,113,5.2073731
1400000US06037310704,310704,2021,3897,2492,63.946625,2492,196,7.8651686
1400000US06037310705,310705,2021,2199,1232,56.025467,1232,28,2.2727273
1400000US06037310800,310800,2021,4829,3366,69.703873,3366,177,5.2584672
1400000US06037310900,310900,2021,5657,3844,67.95121,3844,385,10.015609
1400000US06037311000,311000,2021,3046,2064,67.761002,2064,98,4.7480621
1400000US06037311100,311100,2021,3441,2233,64.893929,2233,123,5.508285
1400000US06037311200,311200,2021,3028,2035,67.206078,2035,121,5.9459457
1400000US06037311300,311300,2021,3402,2389,70.223396,2389,94,3.9347007
1400000US06037311400,311400,2021,2016,1421,70.486115,1421,90,6.3335681
1400000US06037311500,311500,2021,5290,3827,72.344048,3827,272,7.1073947
1400000US06037311601,311601,2021,1553,1077,69.349648,1077,53,4.9210773
1400000US06037311602,311602,2021,4115,2944,71.543137,2944,408,13.858696
1400000US06037311700,311700,2021,5101,3473,68.084686,3473,293,8.4365101
1400000US06037311801,311801,2021,2584,1784,69.040245,1784,86,4.8206277
1400000US06037311802,311802,2021,3758,2895,77.03566,2895,82,2.8324697
1400000US06037320101,320101,2021,2902,2089,71.98484,2089,113,5.409287
1400000US06037320102,320102,2021,2941,1899,64.569878,1899,112,5.897841
1400000US06037320201,320201,2021,3111,1882,60.495018,1882,183,9.7236986
1400000US06037320202,320202,2021,4969,3272,65.848259,3272,95,2.9034231
1400000US06037320300,320300,2021,5120,3097,60.488281,3097,157,5.0694222
1400000US06037400205,400205,2021,2024,1144,56.52174,1144,73,6.3811188
1400000US06037400206,400206,2021,4725,3136,66.370369,3136,302,9.6301022
1400000US06037400207,400207,2021,3697,2357,63.754395,2357,195,8.2732286
1400000US06037400208,400208,2021,1032,462,44.767441,462,0,0
1400000US06037400209,400209,2021,3767,2488,66.047249,2488,64,2.5723472
1400000US06037400304,400304,2021,6494,4042,62.242069,4042,94,2.3255813
1400000US06037400402,400402,2021,3615,2492,68.93499,2492,355,14.245585
1400000US06037400403,400403,2021,3491,2174,62.274422,2174,88,4.0478382
1400000US06037400404,400404,2021,3558,2117,59.499718,2117,122,5.7628722
1400000US06037400501,400501,2021,1747,1026,58.729252,1026,84,8.1871347
1400000US06037400602,400602,2021,3596,2596,72.191322,2596,148,5.7010784
1400000US06037400603,400603,2021,4033,2888,71.609222,2888,182,6.301939
1400000US06037400605,400605,2021,6807,4071,59.806084,4071,269,6.6077132
1400000US06037400801,400801,2021,6214,3811,61.329258,3811,182,4.7756495
1400000US06037401001,401001,2021,2157,1279,59.295319,1279,39,3.0492573
1400000US06037401002,401002,2021,3420,2093,61.19883,2093,108,5.1600575
1400000US06037401101,401101,2021,4542,2778,61.162483,2778,102,3.6717062
1400000US06037401102,401102,2021,2997,2116,70.603935,2116,95,4.489603
1400000US06037401201,401201,2021,2724,1792,65.785606,1792,53,2.9575894
1400000US06037401202,401202,2021,3852,2360,61.266876,2360,269,11.398305
1400000US06037401203,401203,2021,4318,2786,64.520615,2786,119,4.2713566
1400000US06037401303,401303,2021,1977,1310,66.262016,1310,57,4.3511453
1400000US06037401304,401304,2021,4618,2905,62.906021,2905,184,6.3339071
1400000US06037401311,401311,2021,5238,3469,66.22757,3469,192,5.5347362
1400000US06037401312,401312,2021,4122,2136,51.819504,2136,132,6.1797752
1400000US06037401500,401500,2021,4544,2888,63.556339,2888,336,11.634349
1400000US06037401601,401601,2021,4615,2594,56.208015,2594,136,5.2428679
1400000US06037401602,401602,2021,4922,3364,68.346199,3364,278,8.2639713
1400000US06037401705,401705,2021,2430,1580,65.020576,1580,59,3.7341771
1400000US06037401706,401706,2021,3521,2741,77.847206,2741,187,6.8223276
1400000US06037401707,401707,2021,6977,4041,57.918877,4041,259,6.4093046
1400000US06037401801,401801,2021,3525,2104,59.687943,2104,93,4.4201522
1400000US06037401802,401802,2021,2998,1926,64.242828,1926,79,4.1017652
1400000US06037401901,401901,2021,3734,1819,48.714516,1819,208,11.434855
1400000US06037401902,401902,2021,5425,3010,55.483871,3010,172,5.7142859
1400000US06037402001,402001,2021,3099,2062,66.53759,2062,120,5.8195925
1400000US06037402002,402002,2021,3368,1991,59.1152,1991,64,3.2144651
1400000US06037402101,402101,2021,3822,2465,64.495026,2465,144,5.841785
1400000US06037402102,402102,2021,3754,2592,69.046349,2592,244,9.4135799
1400000US06037402200,402200,2021,5517,3339,60.522022,3339,257,7.6969151
1400000US06037402301,402301,2021,4067,2641,64.937302,2641,145,5.4903445
1400000US06037402303,402303,2021,3127,1934,61.848415,1934,170,8.7900724
1400000US06037402304,402304,2021,3186,2045,64.187065,2045,91,4.4498777
1400000US06037402403,402403,2021,4861,2914,59.946514,2914,318,10.912834
1400000US06037402404,402404,2021,2513,1060,42.18066,1060,248,23.396227
1400000US06037402405,402405,2021,1831,1178,64.336426,1178,60,5.0933785
1400000US06037402406,402406,2021,3559,2317,65.102554,2317,121,5.22227
1400000US06037402501,402501,2021,3904,2350,60.194672,2350,153,6.5106382
1400000US06037402503,402503,2021,3239,1772,54.708244,1772,143,8.0699778
1400000US06037402504,402504,2021,2065,1246,60.338982,1246,61,4.8956661
1400000US06037402601,402601,2021,2295,1469,64.008713,1469,51,3.4717495
1400000US06037402602,402602,2021,3903,2784,71.32975,2784,414,14.870689
1400000US06037402702,402702,2021,3697,2209,59.751148,2209,74,3.3499322
1400000US06037402703,402703,2021,3844,2260,58.792923,2260,119,5.2654867
1400000US06037402705,402705,2021,2749,1665,60.567478,1665,129,7.7477479
1400000US06037402706,402706,2021,3075,2008,65.300812,2008,112,5.5776892
1400000US06037402801,402801,2021,3531,2645,74.907959,2645,158,5.9735351
1400000US06037402803,402803,2021,2699,1754,64.98703,1754,73,4.1619158
1400000US06037402804,402804,2021,3107,2030,65.336334,2030,186,9.1625614
1400000US06037402902,402902,2021,5669,3226,56.905979,3226,129,3.99876
1400000US06037402903,402903,2021,3054,1805,59.102818,1805,177,9.8060942
1400000US06037402904,402904,2021,2764,1885,68.198265,1885,128,6.790451
1400000US06037403000,403000,2021,5792,3381,58.373619,3381,145,4.288672
1400000US06037403305,403305,2021,1771,1213,68.492378,1213,58,4.7815332
1400000US06037403316,403316,2021,5892,3594,60.997963,3594,118,3.2832499
1400000US06037403317,403317,2021,4440,2645,59.572071,2645,133,5.0283556
1400000US06037403318,403318,2021,5156,3252,63.072147,3252,189,5.8118081
1400000US06037403319,403319,2021,3674,2272,61.839958,2272,128,5.6338029
1400000US06037403320,403320,2021,4213,2754,65.369095,2754,45,1.6339869
1400000US06037403321,403321,2021,4598,2958,64.332321,2958,224,7.5726843
1400000US06037403323,403323,2021,4634,2911,62.818298,2911,293,10.065269
1400000US06037403324,403324,2021,5644,3577,63.377037,3577,116,3.2429409
1400000US06037403325,403325,2021,3980,2279,57.261307,2279,52,2.2817025
1400000US06037403326,403326,2021,1946,1108,56.937305,1108,49,4.4223828
1400000US06037403327,403327,2021,2085,1437,68.92086,1437,86,5.9846902
1400000US06037403328,403328,2021,4663,2966,63.607121,2966,278,9.3728924
1400000US06037403401,403401,2021,3946,2430,61.581348,2430,100,4.1152263
1400000US06037403402,403402,2021,2786,1742,62.52692,1742,124,7.1182547
1400000US06037403403,403403,2021,4429,2563,57.868595,2563,108,4.2138119
1400000US06037403404,403404,2021,1864,1054,56.545063,1054,137,12.998102
1400000US06037403407,403407,2021,1939,1181,60.907684,1181,43,3.6409822
1400000US06037403408,403408,2021,5347,3295,61.623341,3295,76,2.306525
1400000US06037403409,403409,2021,3495,2010,57.510731,2010,65,3.2338309
1400000US06037403500,403500,2021,1371,827,60.320934,827,93,11.245465
1400000US06037403601,403601,2021,6240,3764,60.320515,3764,317,8.4218912
1400000US06037403702,403702,2021,3431,2196,64.004662,2196,50,2.2768669
1400000US06037403703,403703,2021,3942,2322,58.90411,2322,121,5.2110248
1400000US06037403721,403721,2021,4611,2880,62.459335,2880,264,9.166667
1400000US06037403722,403722,2021,4205,3069,72.984543,3069,250,8.1459761
1400000US06037403801,403801,2021,4877,3503,71.826942,3503,176,5.0242648
1400000US06037403802,403802,2021,5398,3415,63.264172,3415,204,5.9736457
1400000US06037403901,403901,2021,2428,1514,62.35585,1514,89,5.8784676
1400000US06037403902,403902,2021,3970,2440,61.460957,2440,98,4.0163937
1400000US06037404000,404000,2021,3853,2834,73.553078,2834,310,10.938602
1400000US06037404100,404100,2021,4799,3011,62.742237,3011,148,4.9153104
1400000US06037404201,404201,2021,2520,1795,71.230156,1795,153,8.5236769
1400000US06037404203,404203,2021,3827,2268,59.26313,2268,168,7.4074073
1400000US06037404301,404301,2021,4066,2682,65.961632,2682,146,5.4436989
1400000US06037404302,404302,2021,1610,1079,67.018631,1079,24,2.2242818
1400000US06037404401,404401,2021,2940,2058,70,2058,139,6.7541304
1400000US06037404402,404402,2021,3968,2512,63.30645,2512,152,6.0509553
1400000US06037404501,404501,2021,2201,1416,64.334396,1416,30,2.118644
1400000US06037404503,404503,2021,2368,1509,63.724663,1509,96,6.3618288
1400000US06037404504,404504,2021,4002,2819,70.439781,2819,128,4.5406175
1400000US06037404600,404600,2021,1133,745,65.754631,745,47,6.3087249
1400000US06037404701,404701,2021,4561,2810,61.609295,2810,186,6.6192169
1400000US06037404702,404702,2021,4170,2626,62.973621,2626,151,5.7501903
1400000US06037404703,404703,2021,2571,1590,61.843639,1590,77,4.8427672
1400000US06037404804,404804,2021,3318,2289,68.987343,2289,78,3.4076016
1400000US06037404805,404805,2021,2212,1267,57.278481,1267,92,7.2612472
1400000US06037404806,404806,2021,4888,2990,61.170212,2990,227,7.5919733
1400000US06037404901,404901,2021,5001,3373,67.44651,3373,239,7.0856805
1400000US06037404902,404902,2021,2840,1672,58.873238,1672,91,5.4425836
1400000US06037404903,404903,2021,1877,1217,64.837509,1217,80,6.5735416
1400000US06037405001,405001,2021,4626,2744,59.316906,2744,260,9.4752188
1400000US06037405002,405002,2021,2618,1554,59.358288,1554,116,7.4646072
1400000US06037405101,405101,2021,4176,2741,65.636971,2741,212,7.7344036
1400000US06037405102,405102,2021,4571,3050,66.725006,3050,202,6.622951
1400000US06037405201,405201,2021,4006,2467,61.582626,2467,177,7.174706
1400000US06037405202,405202,2021,4067,2786,68.502579,2786,192,6.8916011
1400000US06037405203,405203,2021,2342,1584,67.634499,1584,113,7.1338382
1400000US06037405301,405301,2021,2368,1709,72.170609,1709,167,9.7717962
1400000US06037405302,405302,2021,4542,3055,67.261116,3055,146,4.7790508
1400000US06037405400,405400,2021,4007,2610,65.136009,2610,122,4.6743293
1400000US06037405500,405500,2021,5030,3008,59.801193,3008,154,5.1196809
1400000US06037405600,405600,2021,4682,2963,63.28492,2963,86,2.9024637
1400000US06037405701,405701,2021,3027,2414,79.748924,2414,194,8.0364542
1400000US06037405702,405702,2021,4642,2998,64.584229,2998,203,6.7711806
1400000US06037405800,405800,2021,4619,3128,67.720284,3128,156,4.9872122
1400000US06037405900,405900,2021,3452,2253,65.26651,2253,94,4.172215
1400000US06037406000,406000,2021,4327,3088,71.365845,3088,174,5.6347151
1400000US06037406101,406101,2021,2615,2046,78.240921,2046,165,8.0645161
1400000US06037406103,406103,2021,6674,4776,71.561279,4776,437,9.1499166
1400000US06037406201,406201,2021,2918,1608,55.106236,1608,175,10.883084
1400000US06037406300,406300,2021,5141,3264,63.489594,3264,204,6.25
1400000US06037406413,406413,2021,5426,3289,60.615555,3289,274,8.3308001
1400000US06037406500,406500,2021,5666,4002,70.631836,4002,447,11.169415
1400000US06037406601,406601,2021,4097,2485,60.654137,2485,187,7.5251508
1400000US06037406602,406602,2021,4231,2470,58.378635,2470,129,5.222672
1400000US06037406701,406701,2021,2831,1965,69.410103,1965,119,6.0559797
1400000US06037406702,406702,2021,5298,3467,65.439789,3467,315,9.0856647
1400000US06037406801,406801,2021,4293,2567,59.795013,2567,231,8.9988317
1400000US06037406903,406903,2021,6335,3693,58.295185,3693,319,8.6379633
1400000US06037407001,407001,2021,4880,2981,61.086067,2981,202,6.7762494
1400000US06037407002,407002,2021,2884,1836,63.661583,1836,158,8.6056643
1400000US06037407101,407101,2021,3636,2355,64.768974,2355,71,3.0148621
1400000US06037407102,407102,2021,4610,2744,59.522778,2744,104,3.7900875
1400000US06037407201,407201,2021,3069,2093,68.198112,2093,252,12.040133
1400000US06037407202,407202,2021,2622,1425,54.347828,1425,75,5.2631578
1400000US06037407301,407301,2021,3507,2129,60.707157,2129,184,8.6425552
1400000US06037407302,407302,2021,2450,1547,63.142857,1547,78,5.042017
1400000US06037407400,407400,2021,1645,1129,68.632217,1129,84,7.4402127
1400000US06037407501,407501,2021,3315,2127,64.162895,2127,38,1.7865539
1400000US06037407502,407502,2021,3307,2184,66.041733,2184,134,6.1355309
1400000US06037407601,407601,2021,3128,2088,66.751915,2088,211,10.105364
1400000US06037407602,407602,2021,3457,2372,68.614403,2372,340,14.333896
1400000US06037407701,407701,2021,3449,2241,64.975357,2241,146,6.5149488
1400000US06037407702,407702,2021,5415,3406,62.899353,3406,198,5.8132706
1400000US06037407801,407801,2021,4365,2976,68.178696,2976,322,10.819893
1400000US06037407802,407802,2021,2603,1708,65.6166,1708,118,6.9086652
1400000US06037407901,407901,2021,3492,2436,69.759453,2436,110,4.5155993
1400000US06037407902,407902,2021,1570,931,59.299362,931,23,2.4704618
1400000US06037408003,408003,2021,3774,2246,59.512455,2246,155,6.9011574
1400000US06037408004,408004,2021,2165,1436,66.327942,1436,85,5.91922
1400000US06037408005,408005,2021,4578,3054,66.710358,3054,226,7.4001307
1400000US06037408006,408006,2021,2934,1892,64.485344,1892,112,5.9196615
1400000US06037408133,408133,2021,4635,3290,70.981659,3290,236,7.1732521
1400000US06037408134,408134,2021,2555,1656,64.814087,1656,67,4.0458937
1400000US06037408135,408135,2021,3588,2385,66.471573,2385,83,3.4800839
1400000US06037408136,408136,2021,3256,2181,66.984032,2181,103,4.7226043
1400000US06037408137,408137,2021,3674,2311,62.90147,2311,192,8.3080921
1400000US06037408138,408138,2021,4042,2428,60.069271,2428,110,4.5304775
1400000US06037408139,408139,2021,3746,2353,62.813667,2353,180,7.6498089
1400000US06037408140,408140,2021,3255,2257,69.339478,2257,96,4.2534337
1400000US06037408141,408141,2021,3758,2572,68.440659,2572,293,11.391912
1400000US06037408212,408212,2021,4189,2373,56.648365,2373,216,9.1024017
1400000US06037408213,408213,2021,5141,3309,64.364906,3309,316,9.5497131
1400000US06037408301,408301,2021,5058,3284,64.926849,3284,231,7.0341048
1400000US06037408302,408302,2021,2891,1838,63.576618,1838,149,8.106638
1400000US06037408303,408303,2021,3742,2316,61.892036,2316,142,6.1312609
1400000US06037408401,408401,2021,3877,2372,61.181324,2372,189,7.9679594
1400000US06037408402,408402,2021,5352,3130,58.482811,3130,140,4.4728436
1400000US06037408503,408503,2021,5584,3465,62.052292,3465,185,5.3391051
1400000US06037408504,408504,2021,4352,2966,68.152573,2966,248,8.3614292
1400000US06037408505,408505,2021,2100,1171,55.761906,1171,104,8.8812981
1400000US06037408623,408623,2021,2681,1445,53.8978,1445,39,2.698962
1400000US06037408624,408624,2021,2747,1568,57.080452,1568,31,1.9770408
1400000US06037408625,408625,2021,2926,1764,60.287083,1764,27,1.5306122
1400000US06037408626,408626,2021,3399,2092,61.547516,2092,119,5.6883364
1400000US06037408627,408627,2021,2450,1457,59.469387,1457,51,3.5003431
1400000US06037408628,408628,2021,4512,2654,58.820923,2654,87,3.2780709
1400000US06037408629,408629,2021,2539,1460,57.502953,1460,86,5.8904109
1400000US06037408631,408631,2021,4308,2939,68.221916,2939,223,7.587615
1400000US06037408703,408703,2021,4964,2800,56.406124,2800,138,4.9285712
1400000US06037408705,408705,2021,4729,2959,62.571369,2959,194,6.5562692
1400000US06037408707,408707,2021,5434,3346,61.575268,3346,110,3.2875075
1400000US06037408722,408722,2021,3881,2424,62.45813,2424,161,6.6419144
1400000US06037408724,408724,2021,3767,2643,70.161934,2643,249,9.4211121
1400000US06037408725,408725,2021,5203,3056,58.735344,3056,195,6.3808899
1400000US06037408800,408800,2021,3450,2241,64.95652,2241,179,7.9875054
1400000US06037408900,408900,2021,4892,2673,54.640228,2673,149,5.5742612
1400000US06037409000,409000,2021,6070,3979,65.551895,3979,164,4.1216388
1400000US06037409100,409100,2021,4465,2670,59.798431,2670,183,6.8539324
1400000US06037430003,430003,2021,4535,3008,66.328552,3008,160,5.319149
1400000US06037430004,430004,2021,2440,1601,65.614754,1601,126,7.8700814
1400000US06037430005,430005,2021,3026,2152,71.116989,2152,244,11.33829
1400000US06037430101,430101,2021,4173,2103,50.395397,2103,45,2.1398003
1400000US06037430102,430102,2021,4229,2734,64.648849,2734,185,6.7666421
1400000US06037430200,430200,2021,889,381,42.857143,381,38,9.973753
1400000US06037430301,430301,2021,3774,2370,62.798092,2370,48,2.0253165
1400000US06037430302,430302,2021,4342,2824,65.039154,2824,46,1.6288952
1400000US06037430400,430400,2021,3616,2322,64.2146,2322,40,1.7226529
1400000US06037430501,430501,2021,4110,2701,65.717758,2701,93,3.4431691
1400000US06037430502,430502,2021,5310,3628,68.323914,3628,203,5.5953693
1400000US06037430600,430600,2021,3536,1907,53.930996,1907,87,4.5621395
1400000US06037430701,430701,2021,4318,2290,53.033813,2290,62,2.7074237
1400000US06037430721,430721,2021,2759,1605,58.173252,1605,253,15.76324
1400000US06037430723,430723,2021,3870,2456,63.462532,2456,162,6.5960913
1400000US06037430724,430724,2021,4013,2613,65.11338,2613,162,6.1997705
1400000US06037430801,430801,2021,5075,3590,70.738914,3590,262,7.2980499
1400000US06037430802,430802,2021,3549,2007,56.55114,2007,135,6.7264576
1400000US06037430803,430803,2021,4399,2338,53.148441,2338,47,2.0102651
1400000US06037430901,430901,2021,3608,2385,66.103104,2385,216,9.0566034
1400000US06037430902,430902,2021,4229,2957,69.921967,2957,159,5.3770714
1400000US06037431002,431002,2021,2375,1426,60.042107,1426,98,6.8723702
1400000US06037431003,431003,2021,3402,2349,69.047623,2349,106,4.5125585
1400000US06037431004,431004,2021,2848,1844,64.747192,1844,183,9.924078
1400000US06037431100,431100,2021,5422,3808,70.232384,3808,251,6.5913863
1400000US06037431200,431200,2021,5083,3116,61.30238,3116,237,7.6059051
1400000US06037431300,431300,2021,2220,1576,70.99099,1576,65,4.1243653
1400000US06037431400,431400,2021,3148,2022,64.231255,2022,129,6.3798218
1400000US06037431501,431501,2021,3510,1985,56.552708,1985,32,1.6120907
1400000US06037431502,431502,2021,3627,2222,61.262753,2222,74,3.330333
1400000US06037431600,431600,2021,3326,1857,55.832832,1857,73,3.9310715
1400000US06037431701,431701,2021,5187,3077,59.321381,3077,103,3.3474164
1400000US06037431800,431800,2021,4542,2521,55.504185,2521,168,6.6640224
1400000US06037431900,431900,2021,3207,2112,65.855942,2112,235,11.126894
1400000US06037432001,432001,2021,2040,1112,54.509804,1112,69,6.2050362
1400000US06037432002,432002,2021,4122,2609,63.294518,2609,132,5.0594096
1400000US06037432101,432101,2021,3642,2458,67.490387,2458,128,5.2074857
1400000US06037432102,432102,2021,4467,2823,63.196777,2823,92,3.2589443
1400000US06037432201,432201,2021,4146,2588,62.421612,2588,79,3.0525503
1400000US06037432202,432202,2021,3171,1894,59.72879,1894,89,4.6990495
1400000US06037432300,432300,2021,3044,1842,60.512482,1842,146,7.926167
1400000US06037432401,432401,2021,3078,1884,61.208576,1884,88,4.6709127
1400000US06037432402,432402,2021,4533,2707,59.717625,2707,205,7.5729589
1400000US06037432501,432501,2021,3831,2300,60.036545,2300,37,1.6086956
1400000US06037432502,432502,2021,3118,2152,69.0186,2152,97,4.5074348
1400000US06037432601,432601,2021,5659,3376,59.657185,3376,110,3.2582939
1400000US06037432602,432602,2021,3537,2196,62.086514,2196,132,6.0109291
1400000US06037432700,432700,2021,4344,2941,67.702576,2941,233,7.9224753
1400000US06037432801,432801,2021,2149,1114,51.838066,1114,45,4.0394974
1400000US06037432802,432802,2021,4093,2657,64.91571,2657,362,13.624389
1400000US06037432901,432901,2021,3365,2200,65.378899,2200,133,6.0454545
1400000US06037432902,432902,2021,2637,1472,55.821011,1472,117,7.9483695
1400000US06037433103,433103,2021,5914,3510,59.350693,3510,394,11.225071
1400000US06037433200,433200,2021,4915,2899,58.982704,2899,169,5.8295965
1400000US06037433302,433302,2021,1263,733,58.036423,733,20,2.728513
1400000US06037433304,433304,2021,3439,2065,60.046524,2065,121,5.8595643
1400000US06037433305,433305,2021,3934,2072,52.669041,2072,129,6.2258687
1400000US06037433306,433306,2021,2748,1620,58.951965,1620,76,4.6913581
1400000US06037433307,433307,2021,2206,1514,68.631004,1514,87,5.7463675
1400000US06037433402,433402,2021,3804,2705,71.10936,2705,173,6.3955636
1400000US06037433403,433403,2021,3523,2372,67.328979,2372,88,3.7099495
1400000US06037433505,433505,2021,3634,2280,62.74078,2280,273,11.973684
1400000US06037433506,433506,2021,3077,1733,56.321091,1733,238,13.73341
1400000US06037433601,433601,2021,4608,2645,57.400173,2645,229,8.6578445
1400000US06037433602,433602,2021,2385,1207,50.607967,1207,98,8.1193037
1400000US06037433803,433803,2021,2614,1494,57.153786,1494,53,3.5475235
1400000US06037433804,433804,2021,3374,2052,60.81802,2052,86,4.1910334
1400000US06037433901,433901,2021,4476,3196,71.403038,3196,350,10.951189
1400000US06037433903,433903,2021,4030,2416,59.950371,2416,110,4.5529799
1400000US06037434001,434001,2021,3184,2162,67.902008,2162,250,11.563367
1400000US06037434003,434003,2021,3208,2048,63.840401,2048,172,8.3984375
1400000US06037434004,434004,2021,2456,1410,57.410423,1410,69,4.8936172
1400000US06037434100,434100,2021,5052,3143,62.212986,3143,105,3.3407571
1400000US06037460001,460001,2021,1457,943,64.722031,943,25,2.6511135
1400000US06037460002,460002,2021,2334,1401,60.025707,1401,78,5.567452
1400000US06037460101,460101,2021,5345,3260,60.991581,3260,245,7.5153375
1400000US06037460200,460200,2021,4523,3050,67.433121,3050,321,10.52459
1400000US06037460301,460301,2021,3633,2538,69.859619,2538,184,7.2498031
1400000US06037460302,460302,2021,3559,2368,66.535545,2368,351,14.822635
1400000US06037460401,460401,2021,841,618,73.483948,618,65,10.517799
1400000US06037460501,460501,2021,4174,2265,54.264496,2265,162,7.152318
1400000US06037460502,460502,2021,3517,2201,62.581745,2201,150,6.815084
1400000US06037460601,460601,2021,4307,2640,61.295567,2640,84,3.1818182
1400000US06037460700,460700,2021,3823,2025,52.968872,2025,51,2.5185184
1400000US06037460800,460800,2021,2358,1374,58.269722,1374,66,4.8034935
1400000US06037460900,460900,2021,5296,3479,65.691086,3479,179,5.1451569
1400000US06037461000,461000,2021,4832,3194,66.10099,3194,230,7.2010016
1400000US06037461100,461100,2021,4129,2486,60.208282,2486,90,3.6202736
1400000US06037461200,461200,2021,3882,2319,59.737247,2319,68,2.9322984
1400000US06037461300,461300,2021,5388,3229,59.929474,3229,103,3.189842
1400000US06037461400,461400,2021,2335,1549,66.338333,1549,46,2.9696579
1400000US06037461501,461501,2021,2954,1953,66.113747,1953,59,3.0209932
1400000US06037461502,461502,2021,5403,2740,50.712566,2740,117,4.2700729
1400000US06037461600,461600,2021,4732,3080,65.08876,3080,163,5.2922077
1400000US06037461700,461700,2021,1197,746,62.322472,746,54,7.238606
1400000US06037461901,461901,2021,4005,2669,66.641701,2669,121,4.5335331
1400000US06037461902,461902,2021,1860,1041,55.967743,1041,73,7.0124879
1400000US06037462001,462001,2021,3626,2578,71.097626,2578,162,6.2839413
1400000US06037462002,462002,2021,2902,1780,61.337009,1780,71,3.988764
1400000US06037462100,462100,2021,4442,3035,68.325081,3035,80,2.6359143
1400000US06037462201,462201,2021,3144,2049,65.171753,2049,146,7.1254272
1400000US06037462202,462202,2021,2572,1885,73.289268,1885,161,8.5411139
1400000US06037462301,462301,2021,3931,2788,70.923431,2788,141,5.0573888
1400000US06037462302,462302,2021,2843,1986,69.855789,1986,87,4.3806648
1400000US06037462400,462400,2021,3105,2084,67.117554,2084,24,1.1516315
1400000US06037462500,462500,2021,5284,3277,62.01741,3277,88,2.6853831
1400000US06037462600,462600,2021,1784,1228,68.834084,1228,169,13.762215
1400000US06037462700,462700,2021,4617,3438,74.463936,3438,290,8.4351368
1400000US06037462800,462800,2021,2141,1700,79.402145,1700,44,2.5882354
1400000US06037462900,462900,2021,3083,1860,60.330845,1860,78,4.1935482
1400000US06037463000,463000,2021,2302,1472,63.944397,1472,43,2.9211957
1400000US06037463103,463103,2021,4693,2823,60.153419,2823,94,3.3297911
1400000US06037463200,463200,2021,3078,2016,65.497078,2016,150,7.4404764
1400000US06037463300,463300,2021,1721,1218,70.772804,1218,48,3.9408867
1400000US06037463400,463400,2021,5054,3531,69.865456,3531,65,1.8408383
1400000US06037463500,463500,2021,5079,3482,68.556801,3482,304,8.7306147
1400000US06037463601,463601,2021,5392,4013,74.425072,4013,134,3.3391478
1400000US06037463602,463602,2021,5207,3719,71.423088,3719,136,3.6568971
1400000US06037463700,463700,2021,2932,1970,67.189629,1970,79,4.0101523
1400000US06037463800,463800,2021,3045,1979,64.991791,1979,68,3.4360788
1400000US06037463900,463900,2021,2850,1551,54.421051,1551,151,9.7356548
1400000US06037464000,464000,2021,4750,3402,71.621056,3402,355,10.435039
1400000US06037464101,464101,2021,1848,996,53.896103,996,15,1.5060241
1400000US06037464102,464102,2021,3690,2382,64.552849,2382,48,2.0151134
1400000US06037464200,464200,2021,4661,2556,54.838017,2556,145,5.6729264
1400000US06037480002,480002,2021,3318,1878,56.600361,1878,231,12.30032
1400000US06037480011,480011,2021,4043,2859,70.714813,2859,201,7.0304303
1400000US06037480012,480012,2021,4094,2397,58.549095,2397,83,3.4626617
1400000US06037480101,480101,2021,3355,1839,54.813709,1839,96,5.2202282
1400000US06037480102,480102,2021,3649,2021,55.385036,2021,95,4.7006431
1400000US06037480201,480201,2021,2933,1757,59.904533,1757,77,4.3824701
1400000US06037480202,480202,2021,2163,1397,64.58622,1397,48,3.4359341
1400000US06037480302,480302,2021,3527,2296,65.097816,2296,113,4.9216027
1400000US06037480303,480303,2021,3706,2747,74.123047,2747,381,13.869676
1400000US06037480304,480304,2021,3929,2602,66.225502,2602,132,5.0730209
