geoid,geoid20,year,denom_workingage_civ_noninst_pop,laborforce_count,laborforce_pct,denom_labor_force,unemployed_count,unemployed_pct
1400000US06037143101,143101,2021,1808,1055,58.351768,1055,83,7.8672986
1400000US06037143102,143102,2021,1917,1667,86.958786,1667,121,7.2585483
1400000US06037143200,143200,2021,3775,3156,83.602646,3156,359,11.375158
1400000US06037143301,143301,2021,2761,1990,72.075333,1990,187,9.3969851
1400000US06037143302,143302,2021,2745,2024,73.734062,2024,187,9.23913
1400000US06037143401,143401,2021,4523,3433,75.900948,3433,244,7.1074862
1400000US06037143402,143402,2021,1390,1009,72.589928,1009,112,11.1001
1400000US06037143500,143500,2021,4660,3387,72.682404,3387,309,9.1231174
1400000US06037143602,143602,2021,4229,2594,61.338379,2594,240,9.25212
1400000US06037143603,143603,2021,2161,1695,78.435913,1695,121,7.1386433
1400000US06037143605,143605,2021,1688,1462,86.611374,1462,130,8.8919287
1400000US06037143606,143606,2021,1604,1462,91.147133,1462,134,9.1655264
1400000US06037143700,143700,2021,2979,2312,77.60994,2312,205,8.8667822
1400000US06037143801,143801,2021,2668,2052,76.911545,2052,216,10.526316
1400000US06037143802,143802,2021,1942,1514,77.960869,1514,69,4.5574636
1400000US06037143901,143901,2021,3301,2216,67.131172,2216,164,7.400722
1400000US06037143902,143902,2021,2426,1743,71.846664,1743,151,8.6632242
1400000US06037181000,181000,2021,4757,3032,63.737648,3032,118,3.8918207
1400000US06037181300,181300,2021,3240,2462,75.987656,2462,134,5.4427295
1400000US06037181400,181400,2021,3909,2643,67.613197,2643,264,9.9886494
1400000US06037181500,181500,2021,3397,2085,61.377686,2085,98,4.7002397
1400000US06037181600,181600,2021,4254,2556,60.084625,2556,148,5.7902975
1400000US06037183101,183101,2021,2172,1502,69.152855,1502,82,5.4593873
1400000US06037183103,183103,2021,3751,2680,71.447617,2680,253,9.4402981
1400000US06037183104,183104,2021,1636,1115,68.154037,1115,62,5.5605383
1400000US06037183220,183220,2021,2841,1971,69.376984,1971,80,4.0588531
1400000US06037183221,183221,2021,2972,2191,73.721397,2191,283,12.916476
1400000US06037183222,183222,2021,3211,2280,71.00592,2280,190,8.333333
1400000US06037183300,183300,2021,2850,2088,73.263161,2088,127,6.0823755
1400000US06037183401,183401,2021,2158,1325,61.399445,1325,68,5.1320753
1400000US06037183402,183402,2021,2499,1683,67.346939,1683,131,7.7837195
1400000US06037183510,183510,2021,2110,1470,69.668243,1470,103,7.0068026
1400000US06037183520,183520,2021,3204,2177,67.94632,2177,188,8.6357374
1400000US06037183610,183610,2021,2426,1649,67.97197,1649,166,10.066707
1400000US06037183620,183620,2021,2599,1822,70.103889,1822,128,7.0252471
1400000US06037183701,183701,2021,2786,2097,75.269203,2097,163,7.7730088
1400000US06037183702,183702,2021,2429,1696,69.822975,1696,126,7.4292455
1400000US06037183810,183810,2021,3572,2601,72.816353,2601,309,11.880046
1400000US06037183820,183820,2021,2938,2236,76.106194,2236,204,9.123435
1400000US06037185101,185101,2021,2542,2008,78.99292,2008,279,13.894423
1400000US06037185102,185102,2021,2955,2098,70.998306,2098,225,10.7245
1400000US06037185202,185202,2021,3334,2331,69.916016,2331,120,5.148005
1400000US06037185203,185203,2021,2309,1553,67.258553,1553,66,4.2498388
1400000US06037185204,185204,2021,1574,1067,67.78907,1067,68,6.3730083
1400000US06037185310,185310,2021,2466,1577,63.949715,1577,94,5.9606848
1400000US06037185320,185320,2021,2381,1479,62.116756,1479,139,9.398242
1400000US06037186100,186100,2021,4011,3152,78.583893,3152,193,6.1230965
1400000US06037186201,186201,2021,2909,1837,63.148849,1837,47,2.5585194
1400000US06037186202,186202,2021,1505,1179,78.338867,1179,59,5.004241
1400000US06037186203,186203,2021,2536,1984,78.233437,1984,137,6.905242
1400000US06037186301,186301,2021,2162,1525,70.536537,1525,180,11.803279
1400000US06037186302,186302,2021,4498,3186,70.831482,3186,332,10.42059
1400000US06037186401,186401,2021,2324,1514,65.146301,1514,62,4.0951123
1400000US06037186403,186403,2021,2127,1416,66.572639,1416,72,5.0847459
1400000US06037186404,186404,2021,2316,1619,69.905006,1619,217,13.403336
1400000US06037187101,187101,2021,2583,1577,61.05304,1577,81,5.1363349
1400000US06037187102,187102,2021,3835,2553,66.571053,2553,171,6.6980023
1400000US06037187200,187200,2021,2535,1769,69.783035,1769,195,11.023177
1400000US06037187300,187300,2021,3190,2432,76.238243,2432,223,9.1694078
1400000US06037188100,188100,2021,3514,2552,72.623787,2552,144,5.6426334
1400000US06037188201,188201,2021,2671,2254,84.387871,2254,179,7.9414372
1400000US06037188202,188202,2021,2432,1831,75.287827,1831,69,3.7684326
1400000US06037188300,188300,2021,3271,2313,70.712318,2313,126,5.4474707
1400000US06037189101,189101,2021,2126,1590,74.788338,1590,122,7.672956
1400000US06037189102,189102,2021,3412,2823,82.737396,2823,266,9.4225998
1400000US06037189201,189201,2021,2785,2011,72.20826,2011,165,8.2048731
1400000US06037189202,189202,2021,2352,1668,70.918365,1668,115,6.8944845
1400000US06037189300,189300,2021,2373,1611,67.888748,1611,92,5.7107387
1400000US06037189400,189400,2021,2759,2207,79.992752,2207,192,8.6995926
1400000US06037189501,189501,2021,2125,1875,88.235291,1875,185,9.8666668
1400000US06037189502,189502,2021,1940,1584,81.649483,1584,186,11.742424
1400000US06037189600,189600,2021,3466,2666,76.91864,2666,175,6.5641413
1400000US06037189702,189702,2021,2018,1528,75.718536,1528,209,13.678011
1400000US06037189703,189703,2021,1710,1142,66.783623,1142,8,0.7005254
1400000US06037189704,189704,2021,1142,676,59.194397,676,16,2.366864
1400000US06037189801,189801,2021,1657,1292,77.972237,1292,55,4.2569661
1400000US06037189802,189802,2021,1730,1152,66.589592,1152,162,14.0625
1400000US06037189903,189903,2021,2142,1697,79.225021,1697,155,9.1337652
1400000US06037189904,189904,2021,2180,1862,85.412842,1862,159,8.5392056
1400000US06037189905,189905,2021,2113,1656,78.371986,1656,68,4.1062803
1400000US06037189906,189906,2021,2407,2135,88.699623,2135,135,6.323185
1400000US06037189907,189907,2021,2079,1703,81.914383,1703,140,8.220787
1400000US06037190101,190101,2021,1605,1181,73.582558,1181,161,13.632515
1400000US06037190102,190102,2021,2388,2181,91.331657,2181,182,8.3447962
1400000US06037190201,190201,2021,2649,1584,59.79615,1584,187,11.805555
1400000US06037190202,190202,2021,2941,2370,80.584839,2370,216,9.113924
1400000US06037190302,190302,2021,2650,1851,69.84906,1851,135,7.293355
1400000US06037190303,190303,2021,2502,1922,76.818542,1922,276,14.360042
1400000US06037190401,190401,2021,2772,2172,78.35498,2172,167,7.688766
1400000US06037190402,190402,2021,2038,1472,72.227676,1472,74,5.027174
1400000US06037190510,190510,2021,3098,2228,71.917366,2228,248,11.13106
1400000US06037190520,190520,2021,3158,2140,67.764404,2140,201,9.3925238
1400000US06037190701,190701,2021,1370,811,59.197079,811,50,6.1652279
1400000US06037190702,190702,2021,1131,966,85.41114,966,127,13.146998
1400000US06037190801,190801,2021,2810,1463,52.064056,1463,216,14.764183
1400000US06037190802,190802,2021,2711,1936,71.412766,1936,103,5.3202481
1400000US06037190901,190901,2021,3141,2130,67.812798,2130,108,5.0704226
1400000US06037190902,190902,2021,3286,2276,69.263542,2276,130,5.7117748
1400000US06037191000,191000,2021,4354,3545,81.419388,3545,371,10.465445
1400000US06037191110,191110,2021,2993,1086,36.284664,1086,90,8.2872925
1400000US06037191120,191120,2021,3301,2190,66.343529,2190,419,19.13242
1400000US06037191201,191201,2021,4707,3384,71.892929,3384,294,8.6879435
1400000US06037191203,191203,2021,2116,1613,76.228737,1613,220,13.639182
1400000US06037191204,191204,2021,1278,903,70.65728,903,56,6.2015505
1400000US06037191301,191301,2021,1963,1264,64.391235,1264,90,7.1202531
1400000US06037191302,191302,2021,1664,1261,75.78125,1261,101,8.0095167
1400000US06037191410,191410,2021,2933,2064,70.371635,2064,157,7.6065893
1400000US06037191420,191420,2021,3131,2507,80.070267,2507,174,6.9405665
1400000US06037191500,191500,2021,4718,3134,66.426453,3134,244,7.7855778
1400000US06037191610,191610,2021,3209,2490,77.594269,2490,171,6.8674698
1400000US06037191620,191620,2021,2211,1597,72.229759,1597,146,9.1421413
1400000US06037191710,191710,2021,2287,1292,56.493221,1292,82,6.3467493
1400000US06037191720,191720,2021,2897,2151,74.249222,2151,175,8.1357508
1400000US06037191810,191810,2021,2519,1967,78.08654,1967,213,10.828673
1400000US06037191820,191820,2021,3254,2644,81.253845,2644,174,6.5809379
1400000US06037191901,191901,2021,3156,2473,78.358681,2473,216,8.7343311
1400000US06037191902,191902,2021,2442,1956,80.098282,1956,83,4.2433538
1400000US06037192001,192001,2021,1925,1415,73.506493,1415,70,4.9469967
1400000US06037192002,192002,2021,2439,1852,75.932762,1852,164,8.8552914
1400000US06037192300,192300,2021,2263,1729,76.403008,1729,213,12.31926
1400000US06037192410,192410,2021,3330,2316,69.549553,2316,177,7.642487
1400000US06037192420,192420,2021,3180,2379,74.811317,2379,137,5.7587223
1400000US06037192510,192510,2021,3070,2112,68.794785,2112,112,5.3030305
1400000US06037192520,192520,2021,4184,3139,75.023903,3139,423,13.475629
1400000US06037192610,192610,2021,3205,2313,72.168488,2313,169,7.3065281
1400000US06037192620,192620,2021,2705,1730,63.955639,1730,105,6.0693641
1400000US06037192700,192700,2021,3316,2103,63.419785,2103,89,4.2320495
1400000US06037194101,194101,2021,2956,2197,74.32341,2197,227,10.332272
1400000US06037194102,194102,2021,2346,1723,73.44416,1723,146,8.4735928
1400000US06037194200,194200,2021,3125,2340,74.879997,2340,228,9.7435894
1400000US06037194300,194300,2021,2364,1673,70.769882,1673,53,3.1679618
1400000US06037194401,194401,2021,2306,1774,76.929749,1774,139,7.8354001
1400000US06037194402,194402,2021,3129,2543,81.271973,2543,145,5.7019267
1400000US06037194500,194500,2021,1708,1235,72.306793,1235,102,8.2591095
1400000US06037195100,195100,2021,4159,2636,63.380619,2636,187,7.0940819
1400000US06037195201,195201,2021,2647,1946,73.517189,1946,112,5.7553959
1400000US06037195202,195202,2021,2773,2150,77.533356,2150,205,9.5348835
1400000US06037195300,195300,2021,2510,1896,75.537849,1896,239,12.605485
1400000US06037195400,195400,2021,3888,2966,76.286011,2966,283,9.5414696
1400000US06037195500,195500,2021,4592,3557,77.4608,3557,306,8.6027555
1400000US06037195600,195600,2021,2418,1496,61.869312,1496,65,4.3449197
1400000US06037195710,195710,2021,3931,2414,61.409309,2414,211,8.7406797
1400000US06037195720,195720,2021,1679,1177,70.10125,1177,110,9.3457947
1400000US06037195802,195802,2021,2507,1749,69.764656,1749,121,6.9182391
1400000US06037195803,195803,2021,2031,1672,82.323975,1672,224,13.397129
1400000US06037195804,195804,2021,2510,1786,71.15538,1786,75,4.1993279
1400000US06037195901,195901,2021,2300,1745,75.869568,1745,277,15.873925
1400000US06037195902,195902,2021,1525,1193,78.229507,1193,130,10.896898
1400000US06037195903,195903,2021,1714,1340,78.179695,1340,97,7.2388058
1400000US06037197200,197200,2021,3216,2054,63.86816,2054,57,2.7750731
1400000US06037197300,197300,2021,3670,2812,76.621254,2812,255,9.0682793
1400000US06037197410,197410,2021,3356,2556,76.162094,2556,250,9.7809076
1400000US06037197420,197420,2021,3378,2487,73.623444,2487,141,5.6694813
1400000US06037197500,197500,2021,3491,2830,81.065598,2830,194,6.8551235
1400000US06037197600,197600,2021,2011,1464,72.799599,1464,91,6.215847
1400000US06037197700,197700,2021,4413,3056,69.249947,3056,160,5.2356019
1400000US06037199001,199001,2021,1706,1046,61.313011,1046,74,7.0745697
1400000US06037199002,199002,2021,2202,1653,75.068123,1653,129,7.8039927
1400000US06037199110,199110,2021,2262,1431,63.2626,1431,176,12.299091
1400000US06037199120,199120,2021,3262,2042,62.599632,2042,204,9.9902058
1400000US06037199201,199201,2021,2956,1856,62.787552,1856,168,9.0517244
1400000US06037199202,199202,2021,2425,1515,62.474228,1515,133,8.7788782
1400000US06037199300,199300,2021,3832,2768,72.233818,2768,240,8.6705198
1400000US06037199400,199400,2021,3960,2687,67.853539,2687,399,14.849275
1400000US06037199700,199700,2021,2572,1585,61.625195,1585,55,3.4700315
1400000US06037199801,199801,2021,2896,1943,67.092545,1943,159,8.1832218
1400000US06037199802,199802,2021,1726,1068,61.877174,1068,91,8.5205994
1400000US06037199900,199900,2021,2043,1292,63.240334,1292,170,13.157895
1400000US06037201110,201110,2021,1997,1315,65.84877,1315,19,1.4448669
1400000US06037201120,201120,2021,3316,2472,74.547646,2472,248,10.032362
1400000US06037201200,201200,2021,2225,1450,65.168541,1450,102,7.034483
1400000US06037201301,201301,2021,3025,1872,61.884296,1872,195,10.416667
1400000US06037201302,201302,2021,3430,2147,62.594753,2147,54,2.5151374
1400000US06037201401,201401,2021,3520,1980,56.25,1980,134,6.7676768
1400000US06037201402,201402,2021,3696,2165,58.576839,2165,149,6.8822169
1400000US06037201501,201501,2021,4313,2563,59.424995,2563,273,10.65158
1400000US06037201503,201503,2021,2558,1596,62.392494,1596,57,3.5714285
1400000US06037201504,201504,2021,1668,1022,61.270985,1022,76,7.436399
1400000US06037201601,201601,2021,2020,1260,62.376236,1260,259,20.555555
1400000US06037201602,201602,2021,2342,1333,56.917164,1333,156,11.702926
1400000US06037201700,201700,2021,4451,2942,66.097504,2942,364,12.372536
1400000US06037203100,203100,2021,3359,2328,69.306343,2328,180,7.7319589
1400000US06037203200,203200,2021,4009,2659,66.325768,2659,185,6.9575028
1400000US06037203300,203300,2021,1604,755,47.069824,755,49,6.4900661
1400000US06037203500,203500,2021,2442,1376,56.347256,1376,121,8.7936049
1400000US06037203601,203601,2021,2177,1133,52.044098,1133,70,6.1782875
1400000US06037203602,203602,2021,1429,893,62.491253,893,26,2.9115341
1400000US06037203710,203710,2021,2704,1830,67.677513,1830,110,6.0109291
1400000US06037203720,203720,2021,2968,1801,60.680592,1801,168,9.3281507
1400000US06037203800,203800,2021,3760,2180,57.978722,2180,129,5.9174314
1400000US06037203900,203900,2021,2481,1574,63.442162,1574,71,4.5108004
1400000US06037204110,204110,2021,2722,1678,61.645847,1678,113,6.7342072
1400000US06037204120,204120,2021,2032,1323,65.108269,1323,158,11.942554
1400000US06037204200,204200,2021,2604,1627,62.480801,1627,182,11.186233
1400000US06037204300,204300,2021,4203,2375,56.507256,2375,264,11.115789
1400000US06037204410,204410,2021,2119,1167,55.073147,1167,78,6.6838045
1400000US06037204420,204420,2021,2379,1452,61.034046,1452,143,9.848485
1400000US06037204600,204600,2021,3003,1951,64.968369,1951,247,12.660174
1400000US06037204700,204700,2021,3919,2497,63.715233,2497,233,9.3311977
1400000US06037204810,204810,2021,3854,2071,53.736378,2071,121,5.8425879
1400000US06037204820,204820,2021,1665,1081,64.924927,1081,10,0.92506939
1400000US06037204910,204910,2021,2384,1414,59.31208,1414,131,9.2644978
1400000US06037204920,204920,2021,1980,1177,59.444443,1177,94,7.9864063
1400000US06037205110,205110,2021,2555,1675,65.557732,1675,196,11.701492
1400000US06037205120,205120,2021,2542,1575,61.959087,1575,217,13.777778
1400000US06037206010,206010,2021,3400,2284,67.176468,2284,357,15.630473
1400000US06037206020,206020,2021,10599,401,3.7833757,401,15,3.7406483
1400000US06037206050,206050,2021,1720,1041,60.523254,1041,141,13.544668
1400000US06037206051,206051,2021,1165,1021,87.639488,1021,45,4.4074435
1400000US06037206052,206052,2021,2971,2505,84.315048,2505,110,4.3912177
1400000US06037206053,206053,2021,2361,1384,58.619228,1384,63,4.5520229
1400000US06037206054,206054,2021,1844,1167,63.286335,1167,123,10.539845
1400000US06037206201,206201,2021,2101,1363,64.873871,1363,192,14.086574
1400000US06037206202,206202,2021,1751,847,48.37236,847,65,7.6741443
1400000US06037206301,206301,2021,1807,473,26.175982,473,137,28.96406
1400000US06037206302,206302,2021,1817,471,25.921848,471,154,32.696392
1400000US06037206303,206303,2021,2405,641,26.652807,641,289,45.085804
1400000US06037207101,207101,2021,3373,2200,65.223839,2200,132,6
1400000US06037207102,207102,2021,2827,1756,62.115318,1756,339,19.305239
1400000US06037207103,207103,2021,1822,1188,65.203072,1188,145,12.205387
1400000US06037207303,207303,2021,2156,1369,63.497215,1369,66,4.8210373
1400000US06037207304,207304,2021,1992,1200,60.240963,1200,215,17.916666
1400000US06037207305,207305,2021,717,664,92.608086,664,26,3.9156628
1400000US06037207306,207306,2021,1978,1330,67.239639,1330,87,6.5413532
1400000US06037207307,207307,2021,1416,800,56.497173,800,91,11.375
1400000US06037207308,207308,2021,1257,1117,88.862373,1117,130,11.638317
1400000US06037207400,207400,2021,1962,1010,51.478085,1010,121,11.980198
1400000US06037207501,207501,2021,1899,1570,82.675095,1570,135,8.5987263
1400000US06037207502,207502,2021,3159,1442,45.647358,1442,84,5.8252425
1400000US06037207711,207711,2021,1841,1602,87.017921,1602,100,6.242197
1400000US06037207712,207712,2021,3775,2675,70.860924,2675,176,6.5794392
1400000US06037207901,207901,2021,2849,1927,67.637764,1927,90,4.6704721
1400000US06037207902,207902,2021,6025,5037,83.601662,5037,406,8.0603533
1400000US06037208001,208001,2021,2078,1715,82.531281,1715,38,2.2157435
1400000US06037208002,208002,2021,3421,2216,64.776382,2216,194,8.7545128
1400000US06037208301,208301,2021,1568,1158,73.852043,1158,68,5.8721933
1400000US06037208302,208302,2021,3994,2629,65.823738,2629,192,7.3031573
1400000US06037208401,208401,2021,3647,2561,70.222099,2561,241,9.410387
1400000US06037208402,208402,2021,2244,1487,66.265594,1487,103,6.9266982
1400000US06037208501,208501,2021,2301,1515,65.840942,1515,90,5.9405942
1400000US06037208502,208502,2021,3328,2169,65.174278,2169,145,6.6851082
1400000US06037208610,208610,2021,3620,2551,70.469612,2551,289,11.328891
1400000US06037208620,208620,2021,3317,2325,70.09346,2325,156,6.7096772
1400000US06037208710,208710,2021,4341,3197,73.646622,3197,247,7.7259932
1400000US06037208720,208720,2021,2956,2201,74.458725,2201,233,10.586097
1400000US06037208801,208801,2021,2811,1685,59.943081,1685,117,6.9436202
1400000US06037208802,208802,2021,2342,1709,72.971817,1709,123,7.1971912
1400000US06037208902,208902,2021,1953,1479,75.729645,1479,121,8.1812038
1400000US06037208903,208903,2021,2971,1998,67.250084,1998,160,8.008008
1400000US06037208904,208904,2021,3075,1992,64.780487,1992,78,3.9156628
1400000US06037209103,209103,2021,2731,1827,66.898575,1827,120,6.5681443
1400000US06037209104,209104,2021,1911,1138,59.549973,1138,71,6.2390156
1400000US06037209105,209105,2021,2309,1395,60.415764,1395,101,7.2401433
1400000US06037209106,209106,2021,2175,1717,78.942528,1717,111,6.4647641
1400000US06037209201,209201,2021,2824,2244,79.461754,2244,32,1.4260249
1400000US06037209202,209202,2021,1105,684,61.900452,684,13,1.9005848
1400000US06037209300,209300,2021,3727,2487,66.729271,2487,194,7.8005629
1400000US06037209401,209401,2021,3191,1870,58.602318,1870,116,6.2032084
1400000US06037209402,209402,2021,3093,2325,75.169739,2325,144,6.1935482
1400000US06037209403,209403,2021,3328,2145,64.453125,2145,174,8.1118879
1400000US06037209510,209510,2021,2407,1621,67.345245,1621,116,7.1560764
1400000US06037209520,209520,2021,1979,1471,74.330467,1471,168,11.420802
1400000US06037209810,209810,2021,2223,1153,51.866848,1153,106,9.193409
1400000US06037209820,209820,2021,2059,1317,63.963089,1317,102,7.7448745
1400000US06037210010,210010,2021,2710,1806,66.642067,1806,135,7.4750829
1400000US06037211000,211000,2021,4377,2840,64.884621,2840,293,10.316901
1400000US06037211121,211121,2021,1884,1386,73.566879,1386,164,11.832612
1400000US06037211122,211122,2021,2176,1500,68.933823,1500,36,2.4000001
1400000US06037211123,211123,2021,1513,906,59.881031,906,0,0
1400000US06037211124,211124,2021,3825,2858,74.718956,2858,260,9.097271
1400000US06037211201,211201,2021,2196,1585,72.176682,1585,77,4.8580441
1400000US06037211202,211202,2021,1980,1449,73.181816,1449,84,5.7971015
1400000US06037211310,211310,2021,3040,2411,79.309212,2411,224,9.2907505
1400000US06037211320,211320,2021,2644,1665,62.972767,1665,103,6.1861863
1400000US06037211410,211410,2021,2446,1643,67.170891,1643,88,5.3560562
1400000US06037211420,211420,2021,2840,2355,82.922539,2355,137,5.81741
1400000US06037211500,211500,2021,3320,2373,71.475906,2373,160,6.7425199
1400000US06037211701,211701,2021,2238,1426,63.717606,1426,140,9.8176718
1400000US06037211703,211703,2021,3683,2663,72.305183,2663,69,2.5910628
1400000US06037211704,211704,2021,2407,1634,67.885338,1634,94,5.7527542
1400000US06037211802,211802,2021,3815,2595,68.020973,2595,267,10.289018
1400000US06037211803,211803,2021,2839,2080,73.265236,2080,247,11.875
1400000US06037211804,211804,2021,2570,1655,64.396889,1655,223,13.47432
1400000US06037211910,211910,2021,3508,2613,74.486885,2613,107,4.0949101
1400000US06037211921,211921,2021,1933,1301,67.30471,1301,19,1.4604151
1400000US06037211922,211922,2021,3073,2021,65.76635,2021,248,12.271152
1400000US06037212101,212101,2021,2438,1722,70.631668,1722,54,3.1358886
1400000US06037212102,212102,2021,1947,1168,59.989727,1168,67,5.7363014
1400000US06037212202,212202,2021,2623,1852,70.606178,1852,67,3.6177106
1400000US06037212203,212203,2021,2428,1423,58.607906,1423,64,4.4975405
1400000US06037212204,212204,2021,2447,1634,66.775642,1634,39,2.386781
1400000US06037212303,212303,2021,3129,2096,66.986259,2096,132,6.2977099
1400000US06037212304,212304,2021,1238,867,70.03231,867,52,5.9976931
1400000US06037212305,212305,2021,1978,1372,69.362991,1372,75,5.4664721
1400000US06037212306,212306,2021,2420,1804,74.545456,1804,125,6.9290466
1400000US06037212410,212410,2021,3410,2496,73.19648,2496,110,4.4070511
1400000US06037212420,212420,2021,2547,1907,74.872398,1907,105,5.5060306
1400000US06037212501,212501,2021,1623,1256,77.38755,1256,37,2.9458599
1400000US06037212502,212502,2021,2441,1897,77.71405,1897,52,2.7411702
1400000US06037212610,212610,2021,3489,2445,70.077385,2445,86,3.5173824
1400000US06037212620,212620,2021,3375,2314,68.562965,2314,126,5.4451165
1400000US06037212701,212701,2021,1873,1125,60.064068,1125,56,4.977778
1400000US06037212702,212702,2021,3094,2195,70.943764,2195,99,4.5102506
1400000US06037212800,212800,2021,2955,1929,65.27919,1929,83,4.3027477
1400000US06037212900,212900,2021,3290,2415,73.404259,2415,137,5.6728778
1400000US06037213100,213100,2021,2492,1513,60.714287,1513,22,1.4540647
1400000US06037213201,213201,2021,3299,2065,62.594727,2065,226,10.94431
1400000US06037213202,213202,2021,3267,1969,60.26936,1969,96,4.8755713
1400000US06037213310,213310,2021,2314,1729,74.719101,1729,82,4.7426257
1400000US06037213320,213320,2021,2100,1409,67.095238,1409,31,2.2001419
1400000US06037213401,213401,2021,3648,2639,72.341011,2639,170,6.441834
1400000US06037213402,213402,2021,3884,2490,64.109169,2490,99,3.9759035
1400000US06037214000,214000,2021,2828,1998,70.650635,1998,243,12.162162
1400000US06037214100,214100,2021,2890,2201,76.159172,2201,98,4.4525218
1400000US06037214400,214400,2021,2783,2381,85.555153,2381,320,13.439732
1400000US06037214501,214501,2021,2760,1983,71.847824,1983,101,5.0932932
1400000US06037214503,214503,2021,2688,1884,70.089287,1884,176,9.3418255
1400000US06037214504,214504,2021,2887,1951,67.578804,1951,180,9.226038
1400000US06037214505,214505,2021,1202,938,78.036606,938,68,7.2494669
1400000US06037214600,214600,2021,2108,1587,75.28463,1587,124,7.8134847
1400000US06037214700,214700,2021,2114,1364,64.522232,1364,154,11.290322
1400000US06037214800,214800,2021,2280,1761,77.236839,1761,106,6.0193071
1400000US06037214902,214902,2021,2149,1711,79.618423,1711,74,4.3249559
1400000US06037214903,214903,2021,1522,836,54.927727,836,5,0.59808612
1400000US06037214904,214904,2021,1242,978,78.743965,978,50,5.1124744
1400000US06037215101,215101,2021,2621,2305,87.943535,2305,228,9.8915405
1400000US06037215102,215102,2021,2853,2401,84.157028,2401,242,10.079134
1400000US06037216100,216100,2021,1792,1142,63.72768,1142,77,6.742557
1400000US06037216201,216201,2021,2146,1790,83.410995,1790,71,3.9664805
1400000US06037216202,216202,2021,2196,1789,81.466301,1789,116,6.4840693
1400000US06037216301,216301,2021,1279,715,55.903049,715,31,4.3356643
1400000US06037216302,216302,2021,2797,2248,80.371826,2248,92,4.0925269
1400000US06037216401,216401,2021,3214,2499,77.753578,2499,171,6.8427372
1400000US06037216402,216402,2021,2109,1481,70.222855,1481,181,12.221472
1400000US06037216700,216700,2021,3100,2300,74.19355,2300,109,4.7391305
1400000US06037216800,216800,2021,2656,2113,79.555725,2113,117,5.5371509
1400000US06037216901,216901,2021,2432,1648,67.763161,1648,60,3.6407766
1400000US06037216902,216902,2021,1738,1254,72.151901,1254,159,12.679426
1400000US06037217001,217001,2021,1913,1345,70.308418,1345,122,9.070632
1400000US06037217002,217002,2021,3513,2518,71.676628,2518,118,4.6862588
1400000US06037217101,217101,2021,2172,1531,70.488029,1531,387,25.277596
1400000US06037217102,217102,2021,2535,1736,68.481262,1736,93,5.3571429
1400000US06037217200,217200,2021,3334,2341,70.215958,2341,182,7.7744555
1400000US06037218110,218110,2021,2964,1798,60.66127,1798,197,10.956618
1400000US06037218120,218120,2021,2869,1780,62.042522,1780,118,6.6292133
1400000US06037218210,218210,2021,3102,2016,64.990326,2016,191,9.474206
1400000US06037218220,218220,2021,3275,2315,70.687019,2315,113,4.8812094
1400000US06037218300,218300,2021,5117,3897,76.157906,3897,558,14.318707
1400000US06037218400,218400,2021,3566,2490,69.826134,2490,72,2.8915663
1400000US06037218500,218500,2021,2279,1511,66.30101,1511,96,6.3534083
1400000US06037218600,218600,2021,2515,1666,66.242546,1666,84,5.042017
1400000US06037218701,218701,2021,1783,1157,64.890633,1157,89,7.6923075
1400000US06037218702,218702,2021,1717,1152,67.093765,1152,131,11.371528
1400000US06037218800,218800,2021,2092,1212,57.93499,1212,69,5.6930695
1400000US06037218900,218900,2021,4724,3101,65.643524,3101,149,4.8049016
1400000US06037219010,219010,2021,2662,1716,64.462807,1716,130,7.5757575
1400000US06037219020,219020,2021,3934,2312,58.769699,2312,219,9.4723186
1400000US06037219300,219300,2021,3078,2062,66.991554,2062,154,7.4684772
1400000US06037219500,219500,2021,1561,1013,64.894295,1013,35,3.4550838
1400000US06037219700,219700,2021,3734,2476,66.309586,2476,108,4.3618741
1400000US06037219800,219800,2021,2347,1662,70.813805,1662,99,5.9566789
1400000US06037219901,219901,2021,3306,2353,71.173622,2353,97,4.1223969
1400000US06037219902,219902,2021,2841,1734,61.034847,1734,105,6.0553632
1400000US06037220000,220000,2021,3641,2409,66.163139,2409,278,11.540058
1400000US06037220100,220100,2021,2152,1245,57.853161,1245,132,10.602409
1400000US06037221110,221110,2021,2820,1840,65.24823,1840,225,12.228261
1400000US06037221120,221120,2021,2391,1652,69.09243,1652,45,2.7239709
1400000US06037221210,221210,2021,2651,1864,70.313087,1864,117,6.276824
1400000US06037221220,221220,2021,2609,1722,66.002296,1722,84,4.8780489
1400000US06037221302,221302,2021,3241,2100,64.794815,2100,81,3.8571429
1400000US06037221303,221303,2021,1974,1216,61.600811,1216,94,7.7302632
1400000US06037221304,221304,2021,2943,1694,57.560314,1694,132,7.7922077
1400000US06037221401,221401,2021,2817,1326,47.071354,1326,79,5.9577675
1400000US06037221402,221402,2021,2342,1285,54.867634,1285,195,15.175097
1400000US06037221500,221500,2021,2768,1789,64.6315,1789,167,9.3348236
1400000US06037221601,221601,2021,2553,1719,67.33255,1719,155,9.0168705
1400000US06037221602,221602,2021,2218,1497,67.49324,1497,86,5.744823
1400000US06037221710,221710,2021,2546,1533,60.212097,1533,255,16.63405
1400000US06037221810,221810,2021,2450,1443,58.897961,1443,232,16.077616
1400000US06037221820,221820,2021,2179,1240,56.906837,1240,395,31.854839
1400000US06037221900,221900,2021,3539,1621,45.803898,1621,273,16.841455
